,0
20180220,62.0
20180221,60.0
20180222,64.0
20180223,60.0
20180224,64.0
20180225,60.0
20180226,56.0
20180227,62.0
20180228,74.0
20180301,70.0
20180302,52.0
20180303,62.0
20180304,60.0
20180305,56.0
20180306,64.0
20180307,66.0
20180308,80.0
20180309,68.0
20180310,82.0
20180311,70.0
20180312,54.0
20180313,44.0
20180314,44.0
20180315,60.0
20180316,42.0
20180317,40.0
20180318,46.0
20180319,48.0
20180320,58.0
20180321,46.0
20180322,48.0
20180323,46.0
20180324,48.0
20180325,52.0
20180326,50.0
20180327,50.0
20180328,56.0
20180329,40.0
20180330,48.0
20180331,44.0
20180401,36.0
20180402,34.0
20180403,44.0
20180404,46.0
20180405,46.0
20180406,46.0
20180407,42.0
20180408,36.0
20180409,40.0
20180410,50.0
20180411,52.0
20180412,44.0
20180413,50.0
20180414,52.0
20180415,58.0
20180416,54.0
20180417,48.0
20180418,62.0
20180419,56.0
20180420,54.0
20180421,56.0
20180422,58.0
20180423,66.0
20180424,64.0
20180425,62.0
20180426,56.0
20180427,52.0
20180428,44.0
20180429,62.0
20180430,54.0
20180501,48.0
20180502,62.0
20180503,64.0
20180504,66.0
20180505,70.0
20180506,68.0
20180507,70.0
20180508,60.0
20180509,62.0
20180510,68.0
20180511,56.0
20180512,60.0
20180513,60.0
20180514,62.0
20180515,54.0
20180516,58.0
20180517,58.0
20180518,54.0
20180519,60.0
20180520,66.0
20180521,64.0
20180522,72.0
20180523,68.0
20180524,70.0
20180525,74.0
20180526,66.0
20180527,68.0
20180528,76.0
20180529,74.0
20180530,68.0
20180531,74.0
20180601,68.0
20180602,68.0
20180603,70.0
20180604,72.0
20180605,72.0
20180606,74.0
20180607,76.0
20180608,66.0
20180609,72.0
20180610,68.0
20180611,70.0
20180612,72.0
20180613,74.0
20180614,76.0
20180615,76.0
20180616,70.0
20180617,68.0
20180618,60.0
20180619,58.0
20180620,70.0
20180621,70.0
20180622,68.0
20180623,58.0
20180624,62.0
20180625,56.0
20180626,66.0
20180627,68.0
20180628,72.0
20180629,76.0
20180630,78.0
20180701,62.0
20180702,66.0
20180703,72.0
20180704,74.0
20180705,56.0
20180706,70.0
20180707,66.0
20180708,68.0
20180709,64.0
20180710,50.0
20180711,64.0
20180712,50.0
20180713,52.0
20180714,40.0
20180715,50.0
20180716,58.0
20180717,38.0
20180718,52.0
20180719,46.0
20180720,44.0
20180721,50.0
20180722,44.0
20180723,32.0
20180724,32.0
20180725,32.0
20180726,38.0
20180727,42.0
20180728,42.0
20180729,42.0
20180730,38.0
20180731,34.0
20180801,30.0
20180802,32.0
20180803,40.0
20180804,30.0
20180805,36.0
20180806,42.0
20180807,38.0
20180808,38.0
20180809,32.0
20180810,30.0
20180811,30.0
20180812,16.0
20180813,40.0
20180814,40.0
20180815,34.0
20180816,38.0
20180817,52.0
20180818,52.0
20180819,48.0
20180820,38.0
20180821,26.0
20180822,32.0
20180823,44.0
20180824,42.0
20180825,42.0
20180826,44.0
20180827,46.0
20180828,46.0
20180829,46.0
20180830,44.0
20180831,34.0
20180901,54.0
20180902,52.0
20180903,52.0
20180904,56.0
20180905,46.0
20180906,46.0
20180907,48.0
20180908,42.0
20180909,44.0
20180910,34.0
20180911,36.0
20180912,44.0
20180913,46.0
20180914,52.0
20180915,52.0
20180916,46.0
20180917,48.0
20180918,42.0
20180919,36.0
20180920,50.0
20180921,48.0
20180922,44.0
20180923,66.0
20180924,52.0
20180925,42.0
20180926,54.0
20180927,52.0
20180928,50.0
20180929,54.0
20180930,44.0
20181001,40.0
20181002,48.0
20181003,46.0
20181004,46.0
20181005,46.0
20181006,40.0
20181007,40.0
20181008,34.0
20181009,42.0
20181010,50.0
20181011,38.0
20181012,38.0
20181013,30.0
20181014,34.0
20181015,26.0
20181016,34.0
20181017,36.0
20181018,36.0
20181019,36.0
20181020,32.0
20181021,44.0
20181022,50.0
20181023,42.0
20181024,44.0
20181025,44.0
20181026,32.0
20181027,32.0
20181028,34.0
20181029,40.0
20181030,38.0
20181031,30.0
20181101,28.0
20181102,34.0
20181103,26.0
20181104,40.0
20181105,40.0
20181106,38.0
20181107,36.0
20181108,34.0
20181109,34.0
20181110,64.0
20181111,30.0
20181112,42.0
20181113,38.0
20181114,38.0
20181115,30.0
20181116,30.0
20181117,34.0
20181118,36.0
20181119,36.0
20181120,40.0
20181121,26.0
20181122,32.0
20181123,36.0
20181124,34.0
20181125,30.0
20181126,30.0
20181127,22.0
20181128,34.0
20181129,38.0
20181130,20.0
20181201,30.0
20181202,30.0
20181203,32.0
20181204,30.0
20181205,32.0
20181206,30.0
20181207,32.0
20181208,22.0
20181209,36.0
20181210,22.0
20181211,20.0
20181212,30.0
20181213,20.0
20181214,26.0
20181215,26.0
20181216,30.0
20181217,32.0
20181218,40.0
20181219,28.0
20181220,20.0
20181221,32.0
20181222,32.0
20181223,36.0
20181224,28.0
20181225,24.0
20181226,26.0
20181227,32.0
20181228,32.0
20181229,34.0
20181230,32.0
20181231,32.0
20190101,26.0
20190102,22.0
20190103,24.0
20190104,28.0
20190105,34.0
20190106,34.0
20190107,24.0
20190108,32.0
20190109,36.0
20190110,38.0
20190111,44.0
20190112,42.0
20190113,50.0
20190114,42.0
20190115,38.0
20190116,48.0
20190117,48.0
20190118,46.0
20190119,38.0
20190120,56.0
20190121,38.0
20190122,40.0
20190123,42.0
20190124,44.0
20190125,48.0
20190126,48.0
20190127,42.0
20190128,50.0
20190129,46.0
20190130,42.0
20190131,44.0
20190201,48.0
20190202,50.0
20190203,42.0
20190204,38.0
20190205,42.0
20190206,48.0
20190207,48.0
20190208,48.0
20190209,38.0
20190210,40.0
20190211,40.0
20190212,46.0
20190213,40.0
20190214,42.0
20190215,40.0
20190216,42.0
20190217,46.0
20190218,50.0
20190219,62.0
20190220,48.0
20190221,54.0
20190222,50.0
20190223,66.0
20190224,66.0
20190225,66.0
20190226,58.0
20190227,56.0
20190228,52.0
20190301,54.0
20190302,50.0
20190303,46.0
20190304,52.0
20190305,54.0
20190306,42.0
20190307,54.0
20190308,58.0
20190309,62.0
20190310,70.0
20190311,68.0
20190312,70.0
20190313,78.0
20190314,76.0
20190315,62.0
20190316,62.0
20190317,56.0
20190318,50.0
20190319,44.0
20190320,58.0
20190321,56.0
20190322,58.0
20190323,48.0
20190324,52.0
20190325,64.0
20190326,52.0
20190327,60.0
20190328,64.0
20190329,56.0
20190330,62.0
20190331,68.0
20190401,64.0
20190402,66.0
20190403,66.0
20190404,66.0
20190405,58.0
20190406,46.0
20190407,48.0
20190408,54.0
20190409,54.0
20190410,46.0
20190411,56.0
20190412,60.0
20190413,50.0
20190414,64.0
20190415,56.0
20190416,48.0
20190417,50.0
20190418,50.0
20190419,46.0
20190420,46.0
20190421,42.0
20190422,36.0
20190423,36.0
20190424,44.0
20190425,46.0
20190426,40.0
20190427,36.0
20190428,32.0
20190429,36.0
20190430,42.0
20190501,32.0
20190502,34.0
20190503,40.0
20190504,36.0
20190505,38.0
20190506,42.0
20190507,30.0
20190508,42.0
20190509,38.0
20190510,34.0
20190511,26.0
20190512,30.0
20190513,28.0
20190514,38.0
20190515,50.0
20190516,46.0
20190517,50.0
20190518,50.0
20190519,46.0
20190520,44.0
20190521,52.0
20190522,48.0
20190523,56.0
20190524,52.0
20190525,42.0
20190526,54.0
20190527,50.0
20190528,58.0
20190529,60.0
20190530,68.0
20190531,66.0
20190601,60.0
20190602,62.0
20190603,66.0
20190604,64.0
20190605,58.0
20190606,64.0
20190607,68.0
20190608,66.0
20190609,68.0
20190610,64.0
20190611,58.0
20190612,60.0
20190613,64.0
20190614,58.0
20190615,64.0
20190616,56.0
20190617,68.0
20190618,62.0
20190619,56.0
20190620,50.0
20190621,48.0
20190622,48.0
20190623,54.0
20190624,58.0
20190625,48.0
20190626,38.0
20190627,44.0
20190628,32.0
20190629,36.0
20190630,38.0
20190701,38.0
20190702,36.0
20190703,36.0
20190704,42.0
20190705,50.0
20190706,50.0
20190707,40.0
20190708,36.0
20190709,32.0
20190710,28.0
20190711,40.0
20190712,36.0
20190713,34.0
20190714,30.0
20190715,34.0
20190716,38.0
20190717,36.0
20190718,38.0
20190719,46.0
20190720,40.0
20190721,50.0
20190722,52.0
20190723,52.0
20190724,58.0
20190725,52.0
20190726,60.0
20190727,52.0
20190728,48.0
20190729,50.0
20190730,50.0
20190731,46.0
20190801,48.0
20190802,50.0
20190803,46.0
20190804,44.0
20190805,46.0
20190806,42.0
20190807,46.0
20190808,54.0
20190809,62.0
20190810,60.0
20190811,68.0
20190812,66.0
20190813,48.0
20190814,48.0
20190815,38.0
20190816,42.0
20190817,52.0
20190818,62.0
20190819,50.0
20190820,44.0
20190821,46.0
20190822,58.0
20190823,64.0
20190824,62.0
20190825,52.0
20190826,42.0
20190827,42.0
20190828,38.0
20190829,44.0
20190830,46.0
20190831,48.0
20190901,38.0
20190902,34.0
20190903,34.0
20190904,36.0
20190905,48.0
20190906,40.0
20190907,48.0
20190908,48.0
20190909,46.0
20190910,50.0
20190911,40.0
20190912,38.0
20190913,44.0
20190914,52.0
20190915,50.0
20190916,40.0
20190917,50.0
20190918,72.0
20190919,58.0
20190920,60.0
20190921,60.0
20190922,54.0
20190923,56.0
20190924,54.0
20190925,66.0
20190926,64.0
20190927,66.0
20190928,56.0
20190929,58.0
20190930,58.0
20191001,66.0
20191002,66.0
20191003,56.0
20191004,68.0
20191005,58.0
20191006,64.0
20191007,72.0
20191008,84.0
20191009,62.0
20191010,62.0
20191011,58.0
20191012,70.0
20191013,70.0
20191014,64.0
20191015,66.0
20191016,68.0
20191017,78.0
20191018,70.0
20191019,70.0
20191020,60.0
20191021,68.0
20191022,62.0
20191023,48.0
20191024,64.0
20191025,54.0
20191026,42.0
20191027,56.0
20191028,60.0
20191029,60.0
20191030,70.0
20191031,62.0
20191101,62.0
20191102,74.0
20191103,82.0
20191104,78.0
20191105,82.0
20191106,82.0
20191107,74.0
20191108,68.0
20191109,70.0
20191110,74.0
20191111,70.0
20191112,68.0
20191113,84.0
20191114,88.0
20191115,78.0
20191116,64.0
20191117,72.0
20191118,66.0
20191119,70.0
20191120,58.0
20191121,60.0
20191122,46.0
20191123,60.0
20191124,52.0
20191125,34.0
20191126,58.0
20191127,50.0
20191128,50.0
20191129,50.0
20191130,50.0
20191201,66.0
20191202,66.0
20191203,74.0
20191204,54.0
20191205,76.0
20191206,64.0
20191207,52.0
20191208,66.0
20191209,56.0
20191210,58.0
20191211,66.0
20191212,52.0
20191213,50.0
20191214,42.0
20191215,58.0
20191216,44.0
20191217,34.0
20191218,42.0
20191219,30.0
20191220,26.0
20191221,42.0
20191222,34.0
20191223,42.0
20191224,36.0
20191225,38.0
20191226,28.0
20191227,32.0
20191228,32.0
20191229,38.0
20191230,34.0
20191231,30.0
20200101,44.0
20200102,30.0
20200103,22.0
20200104,46.0
20200105,40.0
20200106,40.0
20200107,32.0
20200108,24.0
20200109,44.0
20200110,32.0
20200111,48.0
20200112,46.0
20200113,36.0
20200114,36.0
20200115,40.0
20200116,48.0
20200117,44.0
20200118,48.0
20200119,46.0
20200120,48.0
20200121,62.0
20200122,50.0
20200123,66.0
20200124,72.0
20200125,66.0
20200126,62.0
20200127,60.0
20200128,62.0
20200129,60.0
20200130,62.0
20200131,54.0
20200201,56.0
20200202,58.0
20200203,46.0
20200204,54.0
20200205,56.0
20200206,62.0
20200207,54.0
20200208,50.0
20200209,56.0
20200210,54.0
20200211,58.0
20200212,56.0
20200213,54.0
20200214,58.0
20200215,60.0
20200216,64.0
20200217,50.0
20200218,50.0
20200219,40.0
20200220,72.0
20200221,44.0
20200222,70.0
20200223,80.0
20200224,54.0
20200225,56.0
20200226,48.0
20200227,50.0
20200228,50.0
20200229,52.0
20200301,50.0
20200302,44.0
20200303,54.0
20200304,52.0
20200305,54.0
20200306,46.0
20200307,50.0
20200308,58.0
20200309,50.0
20200310,40.0
20200311,48.0
20200312,42.0
20200313,40.0
20200314,38.0
20200315,48.0
20200316,40.0
20200317,48.0
20200318,54.0
20200319,56.0
20200320,50.0
20200321,60.0
20200322,60.0
20200323,56.0
20200324,46.0
20200325,46.0
20200326,52.0
20200327,52.0
20200328,60.0
20200329,58.0
20200330,56.0
20200331,56.0
20200401,54.0
20200402,56.0
20200403,48.0
20200404,52.0
20200405,56.0
20200406,60.0
20200407,76.0
20200408,68.0
20200409,60.0
20200410,46.0
20200411,60.0
20200412,58.0
20200413,54.0
20200414,46.0
20200415,50.0
20200416,42.0
20200417,50.0
20200418,62.0
20200419,56.0
20200420,52.0
20200421,50.0
20200422,46.0
20200423,44.0
20200424,56.0
20200425,60.0
20200426,68.0
20200427,64.0
20200428,58.0
20200429,38.0
20200430,32.0
20200501,44.0
20200502,42.0
20200503,34.0
20200504,38.0
20200505,34.0
20200506,32.0
20200507,30.0
20200508,36.0
20200509,40.0
20200510,28.0
20200511,26.0
20200512,32.0
20200513,34.0
20200514,26.0
20200515,32.0
20200516,42.0
20200517,36.0
20200518,48.0
20200519,54.0
20200520,54.0
20200521,50.0
20200522,60.0
20200523,62.0
20200524,54.0
20200525,60.0
20200526,58.0
20200527,52.0
20200528,54.0
20200529,48.0
20200530,68.0
20200531,76.0
20200601,74.0
20200602,52.0
20200603,78.0
20200604,72.0
20200605,68.0
20200606,66.0
20200607,64.0
20200608,76.0
20200609,74.0
20200610,68.0
20200611,64.0
20200612,72.0
20200613,78.0
20200614,76.0
20200615,78.0
20200616,78.0
20200617,82.0
20200618,82.0
20200619,82.0
20200620,84.0
20200621,90.0
20200622,92.0
20200623,92.0
20200624,82.0
20200625,80.0
20200626,76.0
20200627,80.0
20200628,88.0
20200629,80.0
20200630,88.0
20200701,88.0
20200702,76.0
20200703,82.0
20200704,82.0
20200705,82.0
20200706,80.0
20200707,84.0
20200708,84.0
20200709,88.0
20200710,78.0
20200711,84.0
20200712,84.0
20200713,78.0
20200714,72.0
20200715,80.0
20200716,78.0
20200717,70.0
20200718,72.0
20200719,74.0
20200720,76.0
20200721,68.0
20200722,72.0
20200723,68.0
20200724,68.0
20200725,70.0
20200726,68.0
20200727,58.0
20200728,70.0
20200729,74.0
20200730,76.0
20200731,74.0
20200801,88.0
20200802,82.0
20200803,84.0
20200804,82.0
20200805,82.0
20200806,84.0
20200807,86.0
20200808,84.0
20200809,90.0
20200810,78.0
20200811,88.0
20200812,88.0
20200813,78.0
20200814,78.0
20200815,78.0
20200816,84.0
20200817,86.0
20200818,76.0
20200819,80.0
20200820,80.0
20200821,78.0
20200822,78.0
20200823,78.0
20200824,82.0
20200825,80.0
20200826,80.0
20200827,84.0
20200828,80.0
20200829,80.0
20200830,82.0
20200831,86.0
20200901,76.0
20200902,74.0
20200903,68.0
20200904,70.0
20200905,54.0
20200906,58.0
20200907,64.0
20200908,66.0
20200909,70.0
20200910,46.0
20200911,42.0
20200912,56.0
20200913,64.0
20200914,64.0
20200915,58.0
20200916,60.0
20200917,50.0
20200918,62.0
20200919,56.0
20200920,60.0
20200921,60.0
20200922,56.0
20200923,76.0
20200924,48.0
20200925,52.0
20200926,40.0
20200927,36.0
20200928,48.0
20200929,46.0
20200930,46.0
20201001,48.0
20201002,38.0
20201003,36.0
20201004,26.0
20201005,32.0
20201006,40.0
20201007,38.0
20201008,32.0
20201009,60.0
20201010,64.0
20201011,66.0
20201012,68.0
20201013,62.0
20201014,56.0
20201015,58.0
20201016,54.0
20201017,56.0
20201018,56.0
20201019,62.0
20201020,48.0
20201021,40.0
20201022,48.0
20201023,54.0
20201024,56.0
20201025,74.0
20201026,72.0
20201027,62.0
20201028,60.0
20201029,40.0
20201030,52.0
20201031,46.0
20201101,48.0
20201102,48.0
20201103,56.0
20201104,44.0
20201105,24.0
20201106,40.0
20201107,48.0
20201108,50.0
20201109,32.0
20201110,42.0
20201111,40.0
20201112,32.0
20201113,34.0
20201114,36.0
20201115,42.0
20201116,14.0
20201117,46.0
20201118,30.0
20201119,36.0
20201120,44.0
20201121,56.0
20201122,58.0
20201123,54.0
20201124,52.0
20201125,60.0
20201126,50.0
20201127,36.0
20201128,30.0
20201129,38.0
20201130,26.0
20201201,34.0
20201202,36.0
20201203,36.0
20201204,62.0
20201205,52.0
20201206,46.0
20201207,46.0
20201208,42.0
20201209,64.0
20201210,64.0
20201211,56.0
20201212,48.0
20201213,50.0
20201214,52.0
20201215,48.0
20201216,58.0
20201217,32.0
20201218,46.0
20201219,48.0
20201220,40.0
20201221,46.0
20201222,48.0
20201223,80.0
20201224,68.0
20201225,78.0
20201226,80.0
20201227,74.0
20201228,70.0
20201229,78.0
20201230,56.0
20201231,70.0
20210101,86.0
20210102,90.0
20210103,82.0
20210104,76.0
20210105,78.0
20210106,96.0
20210107,52.0
20210108,50.0
20210109,68.0
20210110,74.0
20210111,62.0
20210112,58.0
20210113,52.0
20210114,64.0
20210115,60.0
20210116,64.0
20210117,72.0
20210118,82.0
20210119,90.0
20210120,80.0
20210121,56.0
20210122,54.0
20210123,72.0
20210124,64.0
20210125,76.0
20210126,72.0
20210127,88.0
20210128,54.0
20210129,60.0
20210130,68.0
20210131,74.0
20210201,74.0
20210202,76.0
20210203,88.0
20210204,78.0
20210205,82.0
20210206,76.0
20210207,84.0
20210208,64.0
20210209,86.0
20210210,92.0
20210211,84.0
20210212,90.0
20210213,90.0
20210214,100.0
20210215,90.0
20210216,88.0
20210217,86.0
20210218,84.0
20210219,76.0
20210220,74.0
20210221,78.0
20210222,66.0
20210223,68.0
20210224,74.0
20210225,80.0
20210226,36.0
20210227,82.0
20210228,82.0
20210301,76.0
20210302,86.0
20210303,74.0
20210304,70.0
20210305,70.0
20210306,76.0
20210307,72.0
20210308,78.0
20210309,74.0
20210310,68.0
20210311,74.0
20210312,74.0
20210313,78.0
20210314,74.0
20210315,64.0
20210316,72.0
20210317,74.0
20210318,64.0
20210319,70.0
20210320,72.0
20210321,62.0
20210322,72.0
20210323,68.0
20210324,66.0
20210325,68.0
20210326,76.0
20210327,76.0
20210328,70.0
20210329,68.0
20210330,78.0
20210331,80.0
20210401,74.0
20210402,86.0
20210403,84.0
20210404,82.0
20210405,78.0
20210406,80.0
20210409,76.0
20210410,80.0
20210411,80.0
20210412,76.0
20210413,76.0
20210414,82.0
20210415,88.0
20210416,86.0
20210417,82.0
20210418,76.0
20210419,76.0
20210420,90.0
20210421,80.0
20210422,82.0
20210423,84.0
20210424,82.0
20210425,72.0
20210426,80.0
20210427,76.0
20210428,86.0
20210429,78.0
20210430,84.0
20210501,98.0
20210502,78.0
20210503,72.0
20210504,74.0
20210505,82.0
20210506,82.0
20210507,80.0
20210508,64.0
20210509,70.0
20210510,76.0
20210511,80.0
20210512,72.0
20210513,66.0
20210514,74.0
20210515,68.0
20210516,58.0
20210517,58.0
20210518,58.0
20210519,68.0
20210520,70.0
20210521,68.0
20210522,60.0
20210523,50.0
20210524,56.0
20210525,70.0
20210526,68.0
20210527,62.0
20210528,68.0
20210529,98.0
20210530,72.0
20210531,68.0
20210601,76.0
20210602,66.0
20210603,76.0
20210604,64.0
20210605,64.0
20210606,50.0
20210607,70.0
20210608,62.0
20210609,44.0
20210610,54.0
20210611,58.0
20210612,46.0
20210613,52.0
20210614,38.0
20210615,44.0
20210616,50.0
20210617,46.0
20210618,62.0
20210619,38.0
20210620,50.0
20210621,64.0
20210622,48.0
20210623,42.0
20210624,54.0
20210625,50.0
20210626,40.0
20210627,40.0
20210628,58.0
20210629,62.0
20210630,64.0
20210701,44.0
20210702,34.0
20210703,46.0
20210704,54.0
20210705,62.0
20210706,60.0
20210707,56.0
20210708,52.0
20210709,56.0
20210710,46.0
20210711,42.0
20210712,44.0
20210713,44.0
20210714,48.0
20210715,50.0
20210716,50.0
20210717,56.0
20210718,40.0
20210719,38.0
20210720,40.0
20210721,38.0
20210722,52.0
20210723,44.0
20210724,50.0
20210725,38.0
20210726,28.0
20210727,34.0
20210728,30.0
20210729,46.0
20210730,28.0
20210731,38.0
20210801,46.0
20210802,50.0
20210803,46.0
20210804,48.0
20210805,48.0
20210806,46.0
20210807,42.0
20210808,34.0
20210809,36.0
20210810,38.0
20210811,50.0
20210812,44.0
20210813,44.0
20210814,52.0
20210815,60.0
20210816,64.0
20210817,66.0
20210818,56.0
20210819,54.0
20210820,54.0
20210821,40.0
20210822,68.0
20210823,58.0
20210824,56.0
20210825,58.0
20210826,64.0
20210827,62.0
20210828,44.0
20210829,62.0
20210830,46.0
20210831,62.0
20210901,52.0
20210902,48.0
20210903,56.0
20210904,68.0
20210905,80.0
20210906,78.0
20210907,92.0
20210908,88.0
20210909,86.0
20210910,86.0
20210911,74.0
20210912,92.0
20210913,84.0
20210914,74.0
20210915,82.0
20210916,86.0
20210917,90.0
20210918,76.0
20210919,74.0
20210920,84.0
20210921,62.0
20210922,72.0
20210923,66.0
20210924,78.0
20210925,74.0
20210926,78.0
20210927,70.0
20210928,52.0
20210929,76.0
20210930,82.0
20211001,62.0
20211002,62.0
20211003,72.0
20211004,60.0
20211005,58.0
20211006,56.0
20211007,64.0
20211008,60.0
20211009,62.0
20211010,56.0
20211011,42.0
20211012,54.0
20211013,52.0
20211014,50.0
20211015,44.0
20211016,54.0
20211017,62.0
20211018,44.0
20211019,36.0
20211020,42.0
20211021,52.0
20211022,46.0
20211023,50.0
20211024,68.0
20211025,66.0
20211026,74.0
20211027,78.0
20211028,66.0
20211029,56.0
20211030,58.0
20211031,62.0
20211101,58.0
20211102,56.0
20211103,74.0
20211104,74.0
20211105,74.0
20211106,68.0
20211107,74.0
20211108,54.0
20211109,52.0
20211110,56.0
20211111,52.0
20211112,50.0
20211113,50.0
20211114,40.0
20211115,30.0
20211116,38.0
20211117,56.0
20211118,48.0
20211119,50.0
20211120,36.0
20211121,42.0
20211122,42.0
20211123,42.0
20211124,52.0
20211125,50.0
20211126,58.0
20211127,42.0
20211128,52.0
20211129,42.0
20211130,46.0
20211201,48.0
20211202,52.0
20211203,48.0
20211204,44.0
20211205,44.0
20211206,44.0
20211207,40.0
20211208,50.0
20211209,36.0
20211210,42.0
20211211,36.0
20211212,34.0
20211213,44.0
20211214,32.0
20211215,36.0
20211216,40.0
20211217,42.0
20211218,48.0
20211219,38.0
20211220,52.0
20211221,50.0
20211222,62.0
20211223,54.0
20211224,68.0
20211225,54.0
20211226,68.0
20211227,62.0
20211228,56.0
20211229,58.0
20211230,52.0
20211231,34.0
20220101,38.0
20220102,48.0
20220103,46.0
20220104,48.0
20220105,54.0
20220106,58.0
20220107,28.0
20220108,72.0
20220109,66.0
20220110,58.0
20220111,62.0
20220112,50.0
20220113,42.0
20220114,68.0
20220115,54.0
20220116,72.0
20220117,84.0
20220118,68.0
20220119,60.0
20220120,48.0
20220121,60.0
20220122,58.0
20220123,56.0
20220124,40.0
20220125,38.0
20220126,48.0
20220127,50.0
20220128,50.0
20220129,48.0
20220130,60.0
20220131,52.0
20220201,34.0
20220202,46.0
20220203,36.0
20220204,32.0
20220205,50.0
20220206,54.0
20220207,54.0
20220208,42.0
20220209,52.0
20220210,50.0
20220211,60.0
20220212,64.0
20220213,66.0
20220214,42.0
20220215,58.0
20220216,60.0
20220217,56.0
20220218,54.0
20220219,62.0
20220220,64.0
20220221,52.0
20220222,46.0
20220223,44.0
20220224,48.0
20220225,60.0
20220226,54.0
20220227,60.0
20220228,50.0
20220301,58.0
20220302,52.0
20220303,56.0
20220304,32.0
20220305,46.0
20220306,28.0
20220307,42.0
20220308,30.0
20220309,36.0
20220310,42.0
20220311,46.0
20220312,66.0
20220313,54.0
20220314,50.0
20220315,46.0
20220316,30.0
20220317,66.0
20220318,34.0
20220319,78.0
20220320,64.0
20220321,58.0
20220322,26.0
20220323,40.0
20220324,42.0
20220325,30.0
20220326,42.0
20220327,34.0
20220328,52.0
20220329,62.0
20220330,62.0
20220331,88.0
20220401,66.0
20220402,82.0
20220403,68.0
20220404,74.0
20220405,48.0
20220406,30.0
20220407,84.0
20220408,40.0
20220409,50.0
20220410,48.0
20220411,34.0
20220412,52.0
20220413,60.0
20220414,36.0
20220415,28.0
20220416,28.0
20220417,30.0
20220418,18.0
20220419,44.0
20220420,52.0
20220421,36.0
20220422,20.0
20220423,36.0
20220424,34.0
20220425,28.0
20220426,22.0
20220427,22.0
20220428,26.0
20220429,26.0
20220430,38.0
20220501,42.0
20220502,22.0
20220503,22.0
20220504,22.0
20220505,26.0
20220506,16.0
20220507,24.0
20220508,22.0
20220509,22.0
20220510,20.0
20220511,28.0
20220512,26.0
20220513,18.0
20220514,16.0
20220515,26.0
20220516,12.0
20220517,12.0
20220518,10.0
20220519,12.0
20220520,12.0
20220521,22.0
20220522,24.0
20220523,20.0
20220524,24.0
20220525,24.0
20220526,18.0
20220527,10.0
20220528,26.0
20220529,36.0
20220530,12.0
20220531,22.0
20220601,10.0
20220602,18.0
20220603,14.0
20220604,32.0
20220605,26.0
20220606,18.0
20220607,16.0
20220608,24.0
20220609,36.0
20220610,16.0
20220611,24.0
20220612,22.0
20220613,18.0
20220614,24.0
20220615,14.0
20220616,30.0
20220617,4.0
20220618,6.0
20220619,12.0
20220620,18.0
20220621,12.0
20220622,14.0
20220623,18.0
20220624,16.0
20220625,36.0
20220626,28.0
20220627,12.0
20220628,18.0
20220629,12.0
20220630,16.0
20220701,6.0
20220702,10.0
20220703,12.0
20220704,14.0
20220705,10.0
20220706,16.0
20220707,12.0
20220708,4.0
20220709,6.0
20220710,10.0
20220711,14.0
20220712,16.0
20220713,8.0
20220714,18.0
20220715,24.0
20220716,18.0
20220717,24.0
20220718,22.0
20220719,20.0
20220720,28.0
20220721,26.0
20220722,12.0
20220723,26.0
20220724,34.0
20220725,20.0
20220726,20.0
20220727,36.0
20220728,32.0
20220729,28.0
20220730,46.0
20220731,56.0
20220801,44.0
20220802,40.0
20220803,30.0
20220804,36.0
20220805,22.0
20220806,58.0
20220807,54.0
20220808,32.0
20220809,34.0
20220810,30.0
20220811,22.0
20220812,20.0
20220813,22.0
20220814,36.0
20220815,24.0
20220816,26.0
20220817,38.0
20220818,32.0
20220819,24.0
20220820,30.0
20220821,30.0
20220822,22.0
20220823,24.0
20220824,20.0
20220825,16.0
20220826,20.0
20220827,18.0
20220828,30.0
20220829,20.0
20220830,24.0
20220831,22.0
20220901,24.0
20220902,24.0
20220903,24.0
20220904,22.0
20220905,28.0
20220906,28.0
20220907,14.0
20220908,22.0
20220909,18.0
20220910,18.0
20220911,26.0
20220912,30.0
20220913,32.0
20220914,18.0
20220915,34.0
20220916,38.0
20220917,26.0
20220918,28.0
20220919,20.0
20220920,24.0
20220921,20.0
20220922,18.0
20220923,22.0
20220924,26.0
20220925,28.0
20220926,18.0
20220927,18.0
20220928,18.0
20220929,30.0
20220930,16.0
20221001,36.0
20221002,34.0
20221003,22.0
20221004,22.0
20221005,22.0
20221006,44.0
20221007,42.0
20221008,46.0
20221009,32.0
20221010,46.0
20221011,42.0
20221012,24.0
20221013,32.0
20221014,18.0
20221015,40.0
20221016,34.0
20221017,28.0
20221018,30.0
20221019,38.0
20221020,28.0
20221021,24.0
20221022,30.0
20221023,38.0
20221024,26.0
20221025,16.0
20221026,24.0
20221027,18.0
20221028,20.0
20221029,22.0
20221030,38.0
20221031,24.0
20221101,24.0
20221102,24.0
20221103,32.0
20221104,24.0
20221105,38.0
20221106,36.0
20221107,26.0
20221108,30.0
20221109,32.0
20221110,30.0
20221111,22.0
20221112,24.0
20221113,54.0
20221114,28.0
20221115,22.0
20221116,22.0
20221117,26.0
20221118,26.0
20221119,32.0
20221120,42.0
20221121,28.0
20221122,36.0
20221123,36.0
20221124,34.0
20221125,42.0
20221126,46.0
20221127,42.0
20221128,40.0
20221129,40.0
20221130,32.0
20221201,38.0
20221202,56.0
20221203,50.0
20221204,48.0
20221205,54.0
20221206,52.0
