,Rank,Symbol,Market Cap,Volume,Price,Circulating,1h Variation,24h Variation,7d Variation
0,1,BTC,1315707665.62,,117.98,11151975.0,0.67,2.36,6.02
1,2,LTC,57790845.46,,3.2798,17620030.0,0.76,0.19,-1.43
2,3,NMC,4947731.21,,0.8943,5532600.0,0.34,4.77,-9.24
3,4,PPC,4595871.64,,0.243,18910066.0,0.18,-0.58,1.01
4,5,NVC,1021345.58,,3.6456,280160.0,0.19,3.04,13.58
5,6,TRC,933605.97,,0.3705,2520150.0,0.56,-2.7,-14.36
6,7,DVC,931464.65,,0.0002088,4460519936.0,0.67,-5.7,-0.8
7,8,FTC,857935.8,,0.131,6551250.0,-8.78,4.43,-35.51
8,9,FRC,761248.55,,0.03658,20811392.0,-2.47,0.41,-42.53
9,10,CNC,550543.07,,0.1085,5072194.0,-0.59,14.11,
10,11,MNC,259209.95,,0.2478,1046219.0,0.67,4.3,16.21
11,12,IXC,158423.49,,0.01252,12653618.0,0.67,7.39,
12,13,BQC,140894.07,,0.008259,17060316.0,0.67,-8.68,
13,14,BTB,139245.68,,48.37,2879.0,14.64,30.22,
