,Rank,Simbolo,Market Cap,Volume,Prezzo,In Circolo (In valuta sua),Variazione 1h,Variazione 24h,Variazione 7d
0,1,BTC,713025631757.5,37096670046.76,38053.5,18737450.0,0.34,-0.77,3.68
1,2,ETH,275942664676.81,21871633186.2,2372.0,116333233.0,0.57,0.18,-4.03
2,3,USDT,62597454762.98,55428282562.01,1.0007,62550846225.0,0.04,0.07,0.01
3,4,BNB,54121692902.13,1379161855.13,352.74,153432897.0,0.55,1.64,0.16
4,5,ADA,47350653680.1,1731973999.82,1.4822,31946328269.0,0.77,-0.03,-3.24
5,6,DOGE,39863941887.08,1120766442.26,0.3065,130063646536.0,0.31,-0.41,-6.08
6,7,XRP,38879300577.46,2684672890.27,0.8414,46205772880.0,0.24,1.15,-3.19
7,8,USDC,23931183948.33,2154845900.96,1.0007,23914040116.0,0.03,0.05,0.04
8,9,DOT,21451987222.9,1236017502.38,22.51,952936546.0,1.05,-2.01,-0.76
9,10,UNI,12742855496.02,247003560.48,22.15,575171206.0,0.97,1.48,-6.11
10,11,BCH,11247786998.73,1426459812.07,599.36,18766394.0,0.94,1.06,-0.58
11,12,LTC,11151370874.6,2010202177.37,167.06,66752415.0,0.72,0.36,-0.68
12,13,SOL,10704997763.63,417775599.91,39.26,272637428.0,0.38,-1.11,-4.46
13,14,LINK,10102035423.19,863470684.45,23.36,432509554.0,1.08,1.48,1.11
14,15,THETA,9502786401.46,395710062.34,9.5028,1000000000.0,1.01,6.16,8.8
15,16,MATIC,9464012623.9,1089042381.29,1.5038,6293422325.0,0.97,1.8,10.39
16,17,BUSD,9323251550.99,3313331304.77,1.0008,9315995296.0,0.03,0.04,0.03
17,18,XLM,7351243014.23,697753372.09,0.3176,23149089740.0,0.42,0.06,-6.38
18,19,WBTC,7281203708.48,118542179.84,38009.7,191562.0,0.31,-0.84,3.54
19,20,ICP,6966270629.7,210236033.93,54.01,128985798.0,0.36,-2.21,-18.9
20,21,VET,6895902550.09,532672785.26,0.1072,64315576989.0,0.38,-0.25,-4.14
21,22,ETC,6459493671.15,1772611691.35,55.54,116313299.0,0.57,0.48,-4.16
22,23,FIL,5504947237.88,447547523.63,68.88,79920440.0,0.74,-1.07,-6.13
23,24,TRX,5290050173.8,1048499052.89,0.07382,71659657369.0,2.25,7.12,1.67
24,25,DAI,5229049043.35,286060449.74,1.0015,5221209619.0,0.08,0.09,0.02
25,26,XMR,4969674076.44,194978103.78,277.11,17934003.0,1.02,5.68,8.52
26,27,EOS,4646599593.86,909736515.65,4.8689,954339269.0,0.7,0.11,-4.17
27,28,AMP,4086066224.99,213580830.83,0.09676,42227702186.0,3.08,-11.19,37.44
28,29,AAVE,3748867972.36,146151226.31,292.91,12798500.0,1.04,0.91,-5.56
29,30,NEO,3430596605.07,333809418.74,48.63,70538831.0,0.77,0.04,-3.91
30,31,ALGO,3285216372.72,127908052.61,1.0651,3084485203.0,0.86,4.83,2.03
31,32,SHIB,3140842180.44,645884625.48,7.96e-06,394796000000000.0,0.67,-4.28,16.39
32,33,BSV,3065647302.57,593323777.28,163.39,18763177.0,0.44,-0.46,-1.13
33,34,MIOTA,3052195187.12,33815654.87,1.0981,2779530283.0,0.17,3.25,-1.11
34,35,TFUEL,2981233590.64,224747264.58,0.5624,5301214400.0,0.94,12.0,6.65
35,36,FTT,3026438945.73,44466420.0,32.08,94346958.0,0.32,0.56,-1.93
36,37,CAKE,2951884092.28,113686518.08,16.17,182560325.0,1.0,1.05,-3.66
37,38,KSM,2944849504.07,228204695.19,347.68,8470098.0,0.49,-4.79,-26.51
38,39,CRO,2889353036.45,45721074.16,0.1144,25263013692.0,0.95,0.27,-2.63
39,40,MKR,2887546068.88,78776933.27,2912.53,991423.0,0.7,-1.09,-6.53
40,41,ATOM,2866512318.41,338386823.92,13.6,210767263.0,0.99,1.64,6.19
41,42,XTZ,2865361414.67,180844527.13,3.3727,849583136.0,0.22,8.26,3.29
42,43,KLAY,2820217086.95,134915597.54,1.1398,2474416048.0,0.03,-2.01,6.02
43,44,BTCB,2778150547.89,5824400.03,37996.08,73117.0,0.65,-0.89,3.25
44,45,LUNA,2570696310.94,109323682.3,6.1546,417684013.0,0.14,-0.33,0.29
45,46,AVAX,2557318048.64,100424428.17,14.83,172418164.0,1.57,5.43,4.63
