,Rank,Simbolo,Market Cap,Volume,Prezzo,In Circolo (In valuta sua),Variazione 1h,Variazione 24h,Variazione 7d
0,1,BTC,11531708652.96,,955.85,12064350.0,0.94,-15.47,22.1
1,2,LTC,817326372.71,,34.74,23529942.0,1.42,-14.91,231.88
2,3,XRP,402593977.4,,0.0515,7817889792.0,1.49,32.27,342.0
3,4,PPC,133213784.09,,6.3851,20863298.0,2.2,-17.55,197.14
4,5,NMC,62668948.41,,8.421,7441950.0,0.55,-17.15,214.37
5,6,QRK,61041537.07,,0.2485,245628672.0,2.37,,9000.0
6,7,MEC,31753577.99,,1.5055,21092224.0,-10.47,-35.65,943.84
7,8,PTS,24532015.38,,24.71,992689.0,-18.58,,213.51
8,9,FTC,24154271.26,,0.975,24774450.0,2.14,-25.8,301.48
9,10,XPM,18467629.33,,5.5439,3331144.0,5.31,-22.84,209.75
10,11,WDC,16223784.23,,0.4875,33281990.0,4.62,,459.48
11,12,FRC,10905476.8,,0.3221,33855172.0,-1.02,-30.07,753.76
12,13,NVC,10848054.0,,21.54,503734.0,0.38,-15.31,163.86
13,14,BQC,6523733.24,,0.2342,27857386.0,0.27,,904.86
14,15,ZET,5959034.15,,0.03783,157510800.0,6.34,5.11,5676.86
15,16,IFC,5763848.99,,6.539e-05,88138989568.0,1.1,-15.91,813.81
16,17,TRC,5460825.59,,1.2139,4498470.0,2.23,-19.07,720.49
17,18,CBX,4352024.72,,4.7793,910599.0,5.6,-22.15,135.9
18,19,DVC,3631041.48,,0.0006262,5798070272.0,-2.27,-1.3,329.65
19,20,ANC,3503695.91,,6.3086,555383.0,11.17,-35.71,224.85
20,21,GLC,3469629.49,,0.1209,28697044.0,27.37,32.33,669.38
21,22,DGC,3016114.99,,0.273,11047641.0,1.07,-37.98,341.77
22,23,IXC,2893144.93,,0.1719,16830866.0,5.08,8.32,259.95
23,24,YAC,2756871.5,,0.238,11583170.0,19.68,-25.16,1277.39
24,25,TIX,2420706.02,,3.943e-05,61389377536.0,2.32,-12.62,1149.78
25,26,CLR,1753208.47,,0.3527,4970699.0,-10.11,-36.1,223.5
26,27,TAG,1076492.31,,2.8194,381810.0,3.73,-19.37,244.4
27,28,SBC,971388.92,,0.1195,8132005.0,29.29,,
28,29,FST,965925.92,,0.02304,41931176.0,-31.76,-49.1,483.15
29,30,LKY,822276.07,,0.09559,8601704.0,19.08,3.37,1077.3
30,31,BTB,699777.04,,86.03,8134.0,9.19,-48.41,738.54
31,32,FRK,687261.4,,9.5585,71901.0,34.6,-32.2,1379.14
32,33,MNC,677981.05,,0.478,1418508.0,-14.86,-35.95,51.52
33,34,FLO,625016.65,,0.02067,30237400.0,-29.74,-47.46,
34,35,I0C,573640.3,,0.02871,19977906.0,0.97,-46.89,
35,36,PXC,497753.68,,0.07761,6413900.0,15.42,-13.89,3334.92
36,37,BTE,360233.43,,0.2212,1628591.0,36.47,-36.72,625.58
37,38,ARG,220372.49,,0.5637,390924.0,-12.46,,
38,39,CRC,197818.2,,0.9559,206947.0,-31.83,-13.98,4353.04
39,40,ELC,162546.5,,6.2036,26202.0,-6.02,,
40,41,JKC,149596.46,,0.01765,8476200.0,2.52,-73.8,3476.42
41,42,COL,26996.81,,8.64e-06,3124629760.0,7.65,,
