,Rank,Simbolo,Market Cap,Volume,Prezzo,In Circolo (In valuta sua),Variazione 1h,Variazione 24h,Variazione 7d
0,1,BTC,9120153584.6,79910840.0,575.54,15846348.0,0.21,0.62,-0.55
1,2,ETH,1012579397.35,9368296.0,12.11,83594772.0,0.17,0.37,7.5
2,3,XRP,210838111.15,583636.25,0.00597,35316813001.0,0.01,-0.32,-1.04
3,4,LTC,181233276.11,1984045.63,3.8246,47386529.0,0.18,-0.17,0.06
4,5,XMR,130773916.17,27999526.0,10.21,12804046.0,3.1,27.82,140.22
5,6,ETC,116362197.71,6325887.0,1.3925,83560782.0,0.3,-5.14,-2.49
6,7,STEEM,108411936.65,222108.73,0.8222,131857745.0,-6.13,3.14,-12.81
7,8,DASH,76166798.31,790593.44,11.36,6706921.0,-0.32,-0.48,-10.41
8,9,XEM,50563818.3,69772.17,0.005618,8999999999.0,-0.2,0.5,-3.56
9,10,MAID,44924541.24,333883.22,0.09927,452552412.0,0.38,2.53,-10.3
10,11,FCT,27802309.42,1372460.0,3.1762,8753219.0,-0.6,-5.98,13.28
11,12,LSK,24935366.21,387281.63,0.2494,100000000.0,0.69,0.43,-6.58
12,13,DOGE,24873063.88,164746.66,0.000235,105861730673.0,-0.37,1.52,2.37
13,14,NXT,22212878.88,180557.94,0.02224,998999994.0,-0.15,-3.5,-3.82
14,15,DGD,21506948.47,10321.14,10.75,2000000.0,0.5,2.02,0.41
15,16,WAVES,17119218.41,45928.82,0.1712,100000000.0,1.8,6.01,1.9
16,17,EMC,16668646.62,44743.5,0.434,38407612.0,0.59,2.35,13.02
17,18,PPY,15738069.53,1971.57,15.74,1000000.0,0.19,25.07,-4.72
18,19,BTS,14683869.25,295481.59,0.005707,2573070000.0,0.06,-2.23,1.23
19,20,BCY,12034902.98,50060.0,0.2866,41987655.0,1.46,-4.77,78.03
20,21,XLM,10656089.53,15997.38,0.001885,5653103727.0,-0.4,-0.34,-0.27
21,22,BCN,10490447.69,3882.56,5.786e-05,181297836101.0,0.51,-1.35,21.27
22,23,AMP,10247099.91,277214.91,0.1637,62585264.0,3.16,3.88,-4.56
23,24,XCP,9199394.87,28001.51,3.5054,2624357.0,0.12,6.02,16.56
24,25,PPC,8389224.48,76542.98,0.3574,23470231.0,0.16,-1.64,-2.12
25,26,NAUT,8205242.32,205106.44,0.5071,16180000.0,-0.45,-6.65,26.57
26,27,XAUR,8077774.14,33401.66,0.09782,82578973.0,0.21,6.5,-8.37
27,28,SC,7879306.03,30090.15,0.0004373,18016298105.0,0.15,-0.98,-7.22
28,29,USDT,6951591.0,1472928.13,1.0,6951591.0,0.0,0.0,0.0
29,30,GAME,6166510.67,18351.61,0.1079,57137900.0,-0.79,0.23,-5.98
30,31,AGRS,6039543.9,2497.29,0.1438,42000000.0,0.21,2.87,7.78
31,32,SJCX,6025793.84,7895.49,0.1198,50318144.0,0.47,0.71,1.7
32,33,SDC,5893498.34,814868.0,0.8967,6572524.0,-10.98,64.05,253.25
33,34,YBC,5035009.79,48446.75,1.672,3011436.0,-0.41,-0.56,-0.86
34,35,SYS,4962054.39,71403.9,0.01026,483527718.0,1.47,7.3,2.71
35,36,TIPS,4320160.54,2771.72,9.94e-06,434598131424.0,-0.12,-0.33,3.48
36,37,NMC,4247368.95,22894.27,0.2882,14736400.0,0.05,-0.22,-1.02
