,Rank,Simbolo,Market Cap,Volume,Prezzo,In Circolo (In valuta sua),Variazione 1h,Variazione 24h,Variazione 7d
0,1,BTC,148249907276.74,28714583843.78,8166.55,18153300.0,1.14,3.65,11.25
1,2,ETH,15724494552.67,9084816202.77,143.96,109225351.0,0.95,4.02,7.76
2,3,XRP,9206907568.86,1693646276.11,0.2123,43366238611.0,1.3,3.97,9.99
3,4,BCH,4931494248.35,2986773813.79,270.73,18215863.0,3.34,13.48,22.15
4,5,USDT,4632826679.18,34207037021.59,1.0015,4626062758.0,0.13,-0.47,-0.15
5,6,LTC,3110300142.31,3808140301.81,48.73,63830714.0,0.56,8.18,15.65
6,7,BSV,3092666423.62,1782635151.26,171.16,18068415.0,10.65,45.53,65.1
7,8,EOS,2814060881.69,2700372562.41,2.968,948142951.0,1.69,7.47,12.54
8,9,BNB,2337067556.55,200173072.32,15.03,155536713.0,0.5,3.9,10.01
9,10,XMR,1018860317.75,65556437.12,58.57,17394404.0,1.04,-1.04,15.62
10,11,TRX,974492901.9,1156355119.78,0.01461,66682072191.0,0.63,4.09,8.93
11,12,ADA,956027829.81,47483943.21,0.03687,25927070538.0,0.54,1.69,8.24
12,13,XLM,926865626.93,211752195.14,0.0464,19974801300.0,-1.66,0.29,3.22
13,14,XTZ,906795252.33,41884561.98,1.3063,694191974.0,-0.21,1.62,1.57
14,15,999,874380904.78,175388.3,4.0275,217101154.0,0.96,3.98,40.14
15,16,LEO,870060184.53,8387854.43,0.8705,999498893.0,-0.65,0.37,2.46
16,17,ATOM,813022082.28,180537539.3,4.2636,190688439.0,-0.34,0.97,-0.27
17,18,LINK,778385770.18,109888553.54,2.224,350000000.0,0.42,0.88,23.19
18,19,HT,751243402.58,214112125.97,3.1135,241284047.0,1.24,1.72,9.78
19,20,NEO,695690644.89,409988927.81,9.8625,70538831.0,1.34,4.44,10.98
20,21,ETC,620618601.13,1230740496.46,5.3357,116313299.0,2.78,3.4,16.62
21,22,HEDG,579863889.2,634907.46,2.0126,288114855.0,1.56,3.93,14.3
22,23,MIOTA,527032167.98,7247987.56,0.1896,2779530283.0,0.85,6.71,14.07
23,24,DASH,524062301.88,360608269.99,56.59,9261297.0,1.63,11.12,29.84
24,25,CRO,522561588.5,15037914.56,0.04046,12915981735.0,1.35,4.45,17.16
25,26,MKR,476680117.54,3941850.43,476.68,1000000.0,0.14,3.12,10.38
26,27,MIN,467150775.03,2567457.88,2.743,170303676.0,-4.37,-4.78,-3.81
27,28,USDC,444501900.2,350097573.03,1.0008,444136989.0,-0.03,-0.65,-0.33
28,29,ONT,360932918.36,83594177.82,0.5663,637351170.0,1.25,4.5,7.2
29,30,VET,302332824.55,140759598.85,0.005452,55454734800.0,0.11,1.57,1.76
30,31,XEM,292146931.19,6260413.41,0.03246,8999999999.0,1.11,-1.75,0.78
31,32,DOGE,289375370.84,87683356.33,0.002356,122839357235.0,0.4,4.92,10.65
32,33,ZEC,285237274.99,214184770.67,33.65,8475981.0,1.18,8.67,18.22
33,34,BAT,266325113.29,48947326.98,0.1874,1421086562.0,-0.01,0.86,0.08
34,35,INO,255367797.82,2255.63,1.4187,180003180.0,0.82,2.78,5.71
35,36,PAX,243350267.94,487988744.25,0.9996,243447361.0,-0.12,-0.75,-0.64
36,37,FTT,216480080.82,14675800.86,2.2296,97093097.0,1.2,2.52,1.09
37,38,DCR,178318861.95,30899898.55,16.53,10786831.0,-0.44,0.39,-4.31
38,39,TAGZ5,177137445.07,2586.46,0.4591,385795045.0,0.92,5.99,8.82
