,Rank,Simbolo,Market Cap,Volume,Prezzo,In Circolo (In valuta sua),Variazione 1h,Variazione 24h,Variazione 7d
0,1,BTC,3387139404.17,12712647.0,231.49,14631725.0,-0.03,-0.63,-1.71
1,2,XRP,243072699.66,441298.22,0.007482,32488247336.0,0.01,-0.61,-8.9
2,3,LTC,121733656.01,897801.38,2.8736,42363135.0,-0.22,-2.82,1.39
3,4,ETH,64687994.61,386987.94,0.8824,73309895.0,-1.32,3.85,-13.95
4,5,BTS,14755240.74,407484.94,0.005874,2511953117.0,1.59,1.56,37.06
5,6,DASH,13717684.37,18460.71,2.3647,5800932.0,-0.31,-3.78,-3.11
6,7,DOGE,12747114.67,37172.27,0.0001262,101050534400.0,-0.36,0.15,-0.75
7,8,BANX,12562678.83,9592.8,1.7593,7140721.0,-0.04,-0.64,-1.71
8,9,XLM,11100698.42,5375.15,0.002295,4837356606.0,-0.06,2.7,3.1
9,10,MAID,9433627.7,8195.3,0.02085,452552412.0,-0.2,-0.47,-1.12
10,11,PPC,8746868.76,46892.45,0.3864,22638417.0,0.29,-1.03,9.85
11,12,NXT,8483188.74,13187.47,0.008483,999997096.0,0.31,3.45,4.4
12,13,BCN,6631164.32,18292.17,3.762e-05,176255367551.0,0.79,-17.47,-35.99
13,14,NMC,4797644.91,35450.37,0.3845,12478450.0,0.1,-3.26,4.7
14,15,XMR,4653173.49,13090.16,0.4964,9373502.0,0.26,-0.16,5.65
15,16,TRMB,3466097.67,35031.04,0.1571,22060936.0,0.0,0.02,0.16
16,17,XCP,2367209.71,1888.09,0.8969,2639248.0,-0.04,5.0,-2.4
17,18,MONA,2200011.18,900.6,0.09819,22406400.0,-0.87,0.99,-3.92
18,19,BLK,1878951.6,3563.13,0.02505,74994103.0,0.08,1.58,-5.54
19,20,YBC,1790408.31,26922.37,0.5968,3000000.0,-0.28,2.56,-1.32
20,21,BTCD,1492808.81,620.48,1.2097,1233990.0,-0.04,-9.16,-15.27
21,22,UNITY,1460457.6,584.62,1.7896,816061.0,0.22,5.49,4.35
22,23,CLAM,1387784.87,6941.98,1.4204,977007.0,0.34,0.69,1.7
23,24,NOTE,1366249.8,4271.45,0.0132,103497033.0,0.72,5.22,24.89
24,25,START,1199257.45,4994.88,0.03781,31719908.0,-2.09,-8.56,19.3
25,26,NVC,1167186.88,6376.02,1.0006,1166540.0,0.6,-1.26,-8.16
26,27,EMC,1069627.92,662.73,0.02962,36112933.0,-0.02,-36.43,43.44
27,28,RBY,1039836.96,10248.96,0.04672,22257733.0,-2.15,-3.18,77.66
28,29,XDN,1014032.48,4426.22,0.0001481,6846712737.0,-1.18,-8.36,-25.04
29,30,GAME,940891.15,1854.69,0.01849,50876074.0,-0.43,-4.07,-20.47
30,31,XEM,916582.07,1439.58,0.0001018,8999999999.0,-0.03,1.26,12.36
31,32,VTC,910646.51,4206.59,0.04913,18535000.0,-1.83,-0.96,-12.75
32,33,GRC,878510.68,4466.65,0.002397,366499891.0,-0.03,-11.62,72.84
33,34,MINT,867876.94,620.87,3.941e-05,22019958120.0,-0.07,-13.86,2.37
34,35,XPM,742865.27,7049.36,0.06425,11561832.0,0.08,1.09,1.59
35,36,SJCX,714180.58,537.86,0.01602,44575870.0,-0.04,-3.48,0.81
36,37,IFC,633053.67,1520.77,6.99e-06,90596274910.0,0.06,-3.11,-22.23
37,38,SDC,627229.02,1600.97,0.0966,6493006.0,0.74,-4.97,-6.88
38,39,USNBT,564967.77,3209.24,0.9947,567984.0,-0.03,-0.1,-0.19
39,40,XVC,551087.05,5791.53,0.05239,10519905.0,-0.12,-0.25,-4.62
40,41,WDC,541997.54,7484.44,0.006096,88910285.0,0.01,5.4,3.61
41,42,MMNXT,499741.13,627.97,0.009995,50000000.0,0.31,6.65,9.11
42,43,VRC,498187.94,1097.52,0.01827,27265064.0,-0.11,5.36,8.38
43,44,MEC,482724.07,4033.43,0.01584,30472300.0,0.18,1.72,5.02
44,45,USDT,451600.0,820.97,1.0,451600.0,0.0,0.0,0.0
45,46,CLOAK,437975.5,794.26,0.09519,4601060.0,-0.06,-2.35,15.95
46,47,FTC,406559.62,1171.61,0.004264,95354440.0,2.81,0.33,-11.84
47,48,VASH,358536.51,5337.35,0.0008958,400254409.0,0.07,-5.91,5.74
48,49,APC,336174.36,596.52,0.01508,22286048.0,0.0,3.65,1.23
49,50,NXTcoinsco,298865.19,2876.92,0.3012,992400.0,1.74,14.74,
50,51,DGB,294973.25,1957.94,5.896e-05,5002983367.0,0.02,-0.09,13.35
51,52,DMD,260851.27,2129.44,0.2041,1278233.0,-0.04,3.34,1.87
52,53,TIPS,248890.3,1067.37,8.9e-07,280846322360.0,-0.17,-2.2,-0.85
53,54,XPY,244790.45,1390.23,0.01523,16077242.0,-2.53,-26.53,21.94
54,55,ANC,240647.85,1999.78,0.1302,1848987.0,1.21,-2.48,-6.12
55,56,DGC,232939.9,2147.02,0.008871,26257288.0,-2.52,9.46,12.88
56,57,TEK,230771.38,645.19,0.006035,38239686.0,-0.03,-1.24,2.09
57,58,UNC,221441.72,582.98,0.0264,8388608.0,0.0,-0.57,16.76
58,59,EFL,212342.91,2415.43,0.01586,13390804.0,2.87,6.09,47.52
59,60,POT,197934.3,547.89,0.0009363,211397558.0,0.29,-0.74,-1.21
60,61,NET,195517.24,772.2,0.0004908,398347887.0,0.3,-2.21,-15.84
61,62,BOST,194387.55,8879.09,0.0165,11782333.0,-1.87,-6.68,-21.05
62,63,BAY,185031.78,915.83,0.0001847,1001915484.0,0.04,5.47,18.9
63,64,RIC,159389.04,2516.75,0.009569,16657575.0,-4.48,5.24,3.91
64,65,BITUSD,153763.86,16083.37,1.2096,127116.0,1.59,-1.18,5.15
65,66,ZCC,152315.67,4251.47,0.008778,17352849.0,0.0,9.28,9.73
66,67,SC,145773.81,2034.26,2.778e-05,5247596000.0,-7.72,-8.27,-20.19
67,68,CSC,140098.43,1211.71,0.004204,33326585.0,14.83,3.71,2.52
68,69,J,136322.1,503.1,0.07478,1822986.0,-0.03,-4.86,-25.1
69,70,TAG,120065.49,1686.44,0.03385,3546994.0,-0.02,-2.88,12.28
70,71,MOON,106641.32,899.08,5.2e-07,206299179003.0,-0.26,2.74,7.31
71,72,XRA,89913.9,689.6,0.001166,77125017.0,-1.2,-2.28,-18.3
72,73,CBX,74537.27,531.67,0.07715,966111.0,1.38,23.85,3.74
73,74,BITCNY,68799.23,19522.32,0.161,427454.0,1.52,0.36,3.78
74,75,GAM,62893.96,7479.92,0.03147,1998789.0,0.6,33.73,37.61
75,76,SRC,62179.9,1413.15,0.02741,2268625.0,-0.01,4.31,30.55
76,77,CHIPS,60575.4,21020.66,0.04162,1455392.0,6.72,31.87,
77,78,PTS,60001.61,867.05,6e-05,999999386.0,11.64,-44.29,-69.31
78,79,NXS,53665.46,1771.76,0.002079,25816175.0,7.27,39.86,52.35
