,Rank,Simbolo,Market Cap,Volume,Prezzo,In Circolo (In valuta sua),Variazione 1h,Variazione 24h,Variazione 7d
0,1,BTC,7331653670.55,20687694.0,566.34,12945775.0,,-3.05,-6.76
1,2,LTC,272282392.43,2061303.13,9.191,29624804.0,,-4.71,-4.89
2,3,NXT,59777404.12,164330.91,0.05978,999996992.0,,-8.1,-15.36
3,4,DASH,39687616.8,243527.67,8.9882,4415537.0,,-5.46,-11.44
4,5,XRP,30732589.95,208740.55,0.003931,7817889792.0,,-3.15,-7.41
5,6,PPC,30178934.5,223561.64,1.4031,21509444.0,,-10.81,-17.59
6,7,DOGE,22692190.43,301853.22,0.0002692,84309082112.0,,-12.95,-24.86
7,8,NMC,15373763.29,73118.07,1.6866,9115332.0,,-3.16,-6.55
8,9,BLK,9551997.23,130330.92,0.1281,74574552.0,-2.22,4.53,-9.78
9,10,BCN,8900261.02,6861.65,5.693e-05,156329672704.0,-0.28,-5.41,-10.21
10,11,OMNI,8689797.45,1588.27,14.03,619478.0,,-4.91,-34.35
11,12,PTS,6808538.56,14428.35,4.1401,1644529.0,,-4.26,-5.9
12,13,MAID,6410241.05,4395.22,0.01416,452552416.0,-0.28,-2.33,-1.82
13,14,XMR,5647793.88,217182.61,3.3877,1667139.0,11.79,-0.02,23.17
14,15,XCP,5295951.32,8160.26,1.9991,2649204.0,8.0,5.22,-12.52
15,16,VRC,4482557.69,2101880.5,0.1674,26775718.0,7.24,9.25,108.17
16,17,XC,4085129.85,219211.55,0.7409,5514027.0,-5.01,12.87,-4.88
17,18,QRK,3250779.49,6668.58,0.01311,247966320.0,,-3.66,-11.22
18,19,VTC,2986259.72,35174.38,0.539,5540100.0,,2.21,-20.36
19,20,ZET,2892089.41,18912.92,0.01801,160590080.0,,-2.81,-2.57
20,21,QORA,2618758.59,3344.26,0.0002619,10000000000.0,-0.28,-3.63,-18.04
21,22,NTR,2452100.28,1037.46,0.01166,210360224.0,-0.32,-22.3,-53.71
22,23,XPM,2187484.89,6555.67,0.3552,6158558.0,,-4.58,-15.62
23,24,FTC,1876345.72,17598.27,0.03966,47308688.0,,-3.26,-19.77
24,25,START,1842592.54,1715.71,0.04317,42678160.0,-0.88,0.96,-75.96
25,26,IFC,1700050.4,9220.67,1.877e-05,90576576512.0,,2.32,-2.49
26,27,YBC,1615057.58,22036.76,0.9899,1631586.0,,-5.5,-7.93
27,28,MEC,1541634.08,5565.24,0.06408,24058900.0,,-1.56,-8.05
28,29,CLOAK,1460974.46,121938.63,0.3238,4512339.0,0.63,-14.7,112.47
29,30,AUR,1458939.1,1045.1,0.1332,10954263.0,-0.24,-4.6,-10.19
30,31,NEM,1268157.61,32072.12,1636.33,775.0,-0.24,,
31,32,NVC,1200793.61,13669.03,1.4324,838301.0,,-8.3,-25.03
32,33,POT,1174854.35,2330.14,0.009338,125810632.0,,-6.43,-28.7
33,34,CRYPT,1051821.53,64699.84,0.3725,2823660.0,1.29,-9.24,-66.27
34,35,WDC,1008411.87,12287.75,0.0171,58966872.0,,15.39,10.56
