,Rank,Simbolo,Market Cap,Volume,Prezzo,In Circolo (In valuta sua),Variazione 1h,Variazione 24h,Variazione 7d
0,1,BTC,4849068678.3,78305016.0,328.02,14783050.0,0.75,4.21,18.3
1,2,LTC,174468727.05,12206217.0,4.0617,42954860.0,-0.32,5.62,30.62
2,3,XRP,160443551.04,997172.38,0.004839,33156211683.0,0.43,4.34,3.3
3,4,ETH,77401680.55,2429200.5,1.0412,74337620.0,0.33,-11.73,91.57
4,5,DOGE,15328241.32,482992.09,0.0001509,101605865907.0,3.11,7.74,32.1
5,6,DASH,15094478.43,118930.54,2.5403,5941926.0,-0.33,6.57,9.9
6,7,BTS,11498211.1,237600.92,0.004577,2511953117.0,0.86,9.13,21.56
7,8,XLM,10567217.83,19613.02,0.002184,4837356606.0,1.7,4.49,11.3
8,9,PPC,9644397.17,98374.83,0.4243,22729459.0,0.05,-0.74,20.12
9,10,NXT,7762305.71,39580.54,0.007762,999997096.0,1.37,-3.58,3.7
10,11,MAID,7557883.87,19615.79,0.0167,452552412.0,-2.27,1.96,5.57
11,12,TRMB,6428438.56,68689.0,0.1581,40669277.0,0.0,0.48,0.39
12,13,BCN,6280969.8,5583.93,3.546e-05,177122721533.0,2.31,-1.08,12.09
13,14,NMC,5228377.6,138614.56,0.4091,12780150.0,0.1,-3.93,15.41
14,15,XMR,4502578.93,66360.08,0.4564,9864511.0,2.61,1.41,15.38
15,16,GRC,3707485.39,6296.98,0.01004,369116789.0,2.68,7.13,79.02
16,17,NSR,2626944.26,4535.63,0.003146,834973573.0,0.93,16.76,25.69
17,18,XCP,2295897.91,3428.01,0.8706,2637261.0,2.24,-5.92,-0.64
18,19,YBC,2206173.6,91804.84,0.7354,3000000.0,0.32,1.78,30.61
19,20,BLK,2134262.15,71989.38,0.02843,75057700.0,0.96,3.25,19.28
20,21,RBY,2123711.91,1830.62,0.09505,22342026.0,3.86,14.44,43.95
21,22,DGB,1781361.79,21458.91,0.0003386,5261085362.0,0.35,4.57,59.56
22,23,MONA,1607115.42,2706.2,0.06685,24039650.0,0.02,0.35,-5.81
23,24,OMNI,1532938.85,811.84,2.7944,548584.0,0.93,-2.24,31.69
24,25,GEMZ,1474727.19,3888.72,0.01673,88135217.0,-9.94,-10.41,8.72
25,26,XEM,1418987.97,3174.39,0.0001577,8999999999.0,4.2,13.51,32.45
26,27,NOTE,1410649.21,1372.26,0.01342,105128881.0,-2.26,4.94,21.43
27,28,EMC,1350141.01,1277.11,0.0371,36392567.0,0.77,-8.59,23.04
28,29,NVC,1263579.52,40047.54,1.0517,1201409.0,2.22,-5.27,16.7
29,30,NEU,1167998.79,1719.62,0.008163,143083743.0,-0.03,3.42,29.18
30,31,BTCD,1150024.14,688.73,0.9285,1238585.0,0.16,-1.38,-6.99
31,32,UNITY,1135800.94,932.94,1.3918,816061.0,0.67,-2.33,-6.77
32,33,START,1104109.28,3084.95,0.03253,33940860.0,0.09,3.8,-1.87
33,34,FCT,1066034.19,2778.81,0.1217,8756684.0,0.75,-3.45,-6.3
34,35,GAME,1022462.45,2054.37,0.01988,51420819.0,0.59,11.31,27.16
35,36,XPM,930806.19,80802.85,0.07701,12086795.0,5.3,2.98,31.15
36,37,CSC,781763.42,4280.02,0.02344,33356215.0,1.09,9.07,42.13
37,38,SDC,779068.57,620.82,0.1199,6498023.0,0.75,7.3,6.94
38,39,CLAM,711171.41,19404.13,0.6588,1079528.0,-1.0,-7.11,-10.16
39,40,VRC,700890.72,1255.27,0.02566,27319181.0,1.3,-12.41,25.73
40,41,VTC,675159.5,19588.66,0.03426,19709600.0,-2.3,3.39,10.57
41,42,SJCX,641722.56,4257.3,0.0144,44575870.0,4.41,0.24,-4.11
42,43,WDC,627781.27,17315.63,0.006865,91443205.0,1.93,4.3,28.02
43,44,NAUT,583477.2,1883.68,0.1002,5822099.0,0.93,-11.7,-33.15
44,45,XDN,580121.3,5609.57,8.47e-05,6848977733.0,-3.66,-30.8,-26.12
45,46,USNBT,575565.32,103728.36,0.981,586695.0,-1.57,-1.78,-1.18
46,47,MEC,560671.96,13351.56,0.01806,31041100.0,-0.01,0.45,44.03
47,48,QRK,550276.88,6449.17,0.002206,249445149.0,0.23,10.79,23.25
48,49,VASH,533032.48,30723.77,0.001332,400264119.0,0.01,1.79,17.7
49,50,XPY,493545.04,1734.85,0.03049,16188734.0,1.0,-0.61,-27.61
50,51,IFC,466157.03,16935.25,5.15e-06,90596274910.0,0.19,11.0,22.62
51,52,USDT,451600.0,26909.07,1.0,451600.0,0.0,0.0,0.0
52,53,NLG,440306.44,3794.56,0.001555,283110699.0,-3.39,-10.11,-11.81
53,54,APC,398101.65,21648.17,0.01786,22286048.0,0.0,4.74,26.64
54,55,FTC,393659.97,1741.34,0.003941,99879720.0,1.28,-7.98,7.65
55,56,XVC,366299.27,3732.77,0.03197,11459019.0,-0.77,-1.58,-8.14
56,57,GCR,362455.78,52959.57,0.003625,99980568.0,-7.97,-42.03,-47.56
57,58,HYPER,356883.81,1692.88,0.07127,5007382.0,0.96,7.82,14.76
58,59,ZET,344179.16,6509.46,0.002109,163162321.0,0.06,-20.52,45.7
59,60,CLOAK,334014.81,924.98,0.0726,4601060.0,-0.21,41.3,49.78
60,61,FLY,327634.6,1449.79,1.9878,164825.0,0.75,18.73,40.11
61,62,BILS,316164.05,12419.77,0.0003162,1000000000.0,0.0,3.85,19.42
62,63,RDD,294680.23,847.94,1.059e-05,27826648461.0,-23.97,-16.23,9.9
63,64,TIPS,291961.19,2555.81,1.04e-06,280846322360.0,0.04,23.66,28.86
64,65,EAC,286267.64,2548.89,3.251e-05,8804793432.0,2.0,10.49,16.51
65,66,UNO,281026.29,536.04,1.4324,196189.0,1.23,-2.62,3.94
66,67,UNC,279804.59,9877.72,0.03336,8388608.0,0.0,4.11,7.53
67,68,CANN,268284.87,1879.39,0.003477,77165100.0,1.66,20.47,14.28
68,69,NAS,262413.6,2723.63,2.624e-05,10000000000.0,0.93,-3.87,18.3
69,70,ANC,256802.41,5775.75,0.1353,1898304.0,-0.21,8.54,19.86
70,71,SC,253226.74,3618.52,3.936e-05,6433312000.0,0.78,2.82,-1.57
71,72,DGC,252886.06,5650.49,0.009242,27363688.0,0.1,6.59,44.31
72,73,AMBER,247401.73,1360.97,0.02646,9350312.0,0.94,82.83,36.09
73,74,BAY,229218.78,2788.07,0.0002287,1002295559.0,0.93,-5.27,5.98
74,75,SYS,215857.68,1901.34,0.0005035,428751485.0,-0.22,10.6,0.95
75,76,ARCH,214532.52,1314.7,0.01305,16442530.0,5.65,-4.86,-7.72
76,77,BOST,210448.33,10780.71,0.01786,11782453.0,-0.87,1.63,30.4
77,78,MAX,182601.39,1994.1,0.004404,41459435.0,-0.1,-15.34,-0.46
78,79,RIC,179283.82,2519.22,0.0101,17757175.0,4.86,5.27,53.1
79,80,BITS,176633.68,1442.99,0.04372,4039997.0,-2.72,-19.88,-34.81
80,81,ZCC,171829.43,35483.6,0.009902,17352849.0,0.01,-4.76,40.1
81,82,AEON,168504.6,991.18,0.02099,8026719.0,51.14,70.84,151.58
82,83,TAG,124782.83,2908.91,0.0349,3575785.0,0.7,2.49,23.11
83,84,XAUR,112025.89,788.33,110.26,1016.0,0.93,-7.21,-9.18
84,85,MI,99336.79,3463.05,0.000246,403789624.0,0.78,0.2,53.27
85,86,MOON,92952.97,554.12,4.5e-07,207437421867.0,0.13,1.19,43.78
86,87,OC,82993.26,678.56,0.00141,58840723.0,0.93,27.69,16.14
87,88,BYC,76901.33,7637.55,0.1035,743099.0,0.9,-3.85,23.23
88,89,SPRTS,75968.59,2112.79,0.0008364,90827172.0,-2.05,6.34,-20.71
89,90,SRC,60508.31,3649.8,0.02667,2268625.0,0.0,1.32,20.96
90,91,BURST,58078.67,610.56,5.209e-05,1114878762.0,0.92,4.67,22.87
91,92,XSI,54702.54,2099.23,0.00596,9178752.0,0.0,0.63,28.22
92,93,NODE,42521.44,2083.66,4.252e-05,1000000000.0,0.93,50.13,46.59
93,94,C2,37048.18,653.94,0.0003706,99976323.0,0.93,27.22,37.59
94,95,BSD,25183.67,2604.68,0.003069,8205000.0,1.11,55.76,47.33
95,96,CPC,17732.84,1652.09,0.109,162619.0,0.86,4.63,16.2
96,97,CUBE,13393.95,2899.38,0.7761,17257.0,0.31,1034.77,
