,Rank,Simbolo,Market Cap,Volume,Prezzo,In Circolo (In valuta sua),Variazione 1h,Variazione 24h,Variazione 7d
0,1,BTC,1126642500.0,,100.0,11266425.0,-2.04,-8.0,-16.89
1,2,LTC,43858288.59,,2.383,18404654.0,-1.66,-7.44,-11.8
2,3,NMC,3311798.26,,0.576,5749650.0,-2.41,-6.5,-17.73
3,4,PPC,2267778.06,,0.118,19218458.0,-1.2,-1.33,-20.4
4,5,NVC,953097.98,,3.305,288381.0,-1.89,-6.48,-14.65
5,6,FTC,852774.31,,0.126,6768050.0,0.33,17.16,59.03
6,7,TRC,556761.98,,0.195,2855190.0,-2.29,-3.18,-17.77
7,8,DVC,538224.93,,0.000116,4639869952.0,-2.06,-11.04,-21.43
8,9,FRC,344283.64,,0.01613,21345628.0,-2.06,-2.76,-19.99
9,10,CNC,260701.49,,0.051,5111794.0,-1.28,-3.96,-8.39
10,11,BQC,98890.42,,0.0053,18658570.0,-3.87,-3.45,27.98
11,12,YAC,98315.19,,0.0302,3255470.0,-4.95,,
12,13,DGC,70346.91,,0.0392,1794564.0,3.1,,
13,14,WDC,60438.16,,0.01287,4696050.0,-2.27,,
14,15,BTB,45586.21,,13.1,3479.0,-2.07,-9.71,-16.29
15,16,MNC,44972.33,,0.0411,1094217.0,-2.06,-27.57,-42.74
16,17,MEM,14865.88,,0.001715,8668150.0,-0.13,,
17,18,AMC,4150.01,,0.004178,993300.0,-2.57,,
18,19,FRK,2772.8,,0.15,18485.0,-2.59,,
19,20,ELC,768.13,,0.036,21337.0,-18.23,,
